Temp(K)              H2O_1                      H2O_2                      H2O_3                      H2O_4                      H2O_5                      H2O_6                      CO2_1                      CO2_2                      CO2_3                      CO2_4                      CO2_5                      CO2_6                      CO2_7                      CO2_8                      CO2_9                      CO210                       O3_1                       O3_2                       O3_3                       O3_4                       O3_5                      N2O_1                      N2O_2                      N2O_3                      N2O_4                      N2O_5                       CO_1                       CO_2                       CO_3                       CO_4                       CO_5                       CO_6                      CH4_1                      CH4_2                      CH4_3                      CH4_4                       O2_1                       O2_2                       O2_3                       NO_1                       NO_2                       NO_3                      SO2_1                      SO2_2                      NO2_1                      NH3_1                      NH3_2                     HNO3_1                       OH_1                       OH_2                       OH_3                       HF_1                      HCl_1                      HCl_2                      HBr_1                      HBr_2                       HI_1                      ClO_1                      ClO_2                      OCS_1                      OCS_2                      OCS_3                      OCS_4                      OCS_5                     H2CO_1                     H2CO_2                     H2CO_3                     HOCl_1                     HOCl_2                       N2_1                      HCN_1                      HCN_2                      HCN_3                    CH3Cl_1                    CH3Cl_2                     H2O2_1                     C2H2_1                     C2H2_2                     C2H2_3                     C2H6_1                     C2H6_2                      PH3_1                                                                                                                                                                                                                                                                                                                                                                                                                                                
 423.0          299.052138                 300.857742                1799.312140                1482.302560                1505.722110                8980.815731                 475.352225                 966.017564                1012.303682                5893.596329                2058.622535               11981.379840                 539.862689                6280.633098               18275.409408                1097.585801                6626.297787               14268.371648                6976.188907               82621.418752               40831.543872                8599.163841                5818.402769                5959.236591                9170.392740               53346.923136                 153.474886                 321.115917                 161.174064                 944.786654                 338.005497                1978.864221                1049.637156                2097.733204                8651.751185               17319.038720                 309.545834                 651.317223                3801.191951                1744.657807                1205.838801                1840.381306               12339.454208               12394.510976               24856.981312                3058.837571                2043.714331              544722.640640                 117.278887                 118.080089                 312.521645                  58.714293                 228.626752                 228.967157                 285.197909                 285.282484                 554.932068                5396.131885                5494.108092                2239.266389                2302.880636                4598.840589                9086.344138                2426.844575                5043.539116               10342.765585                5291.301994               35405.201984               36032.481216                 666.166877                1447.354051                2979.461893                1007.670331              112575.740928              114362.612992               20934.976896                 782.680614                3130.831979                3215.959998              174535.403520               89125.349248                5918.774632
 424.0          300.130091                 301.949408                1805.793417                1487.739038                1511.222752                9013.610478                 477.121683                 969.674378                1016.092922                5915.598385                2066.459779               12026.863680                 541.894972                6304.212287               18343.874816                1101.785350                6656.832916               14334.660096                7008.675618               83003.730304               41020.740544                8633.558652                5841.951230                5983.177842                9207.352834               53561.143872                 153.840942                 321.881555                 161.558488                 947.038852                 338.812819                1983.580618                1053.908091                2106.255008                8688.277401               17392.163840                 310.296433                 652.913359                3810.490737                1749.487001                1209.179678                1845.482663               12397.758016               12453.053952               24962.537024                3070.984092                2051.832386              548602.225280                 117.572943                 118.376546                 313.345039                  58.850258                 229.162768                 229.503973                 285.868740                 285.953740                 556.243779                5414.692830                5513.034274                2249.364328                2313.295618                4619.880162                9127.382563                2437.914269                5063.706066               10384.113147                5312.459088               35555.783168               36185.751232                 667.748191                1452.421552                2989.930025                1011.223800              113128.201856              114923.465984               21047.262592                 786.496933                3146.096336                3233.141127              175746.103040               89743.559296                5944.056735
 425.0          301.209595                 303.042636                1812.283974                1493.183996                1516.732034                9046.455945                 478.896162                 973.341741                1019.893048                5937.663180                2074.319998               12072.480000                 543.933116                6327.859336               18412.536000                1105.997222                6687.471297               14401.176000                7041.274367               83387.344000               41210.584000                8668.060055                5865.573508                6007.193711                9244.428461               53776.032000                 154.207037                 322.647285                 161.942953                 949.291302                 339.620243                1988.297586                1058.191173                2114.800856                8724.919156               17465.520000                 311.047284                 654.510082                3819.792832                1754.317565                1212.521604                1850.585550               12456.256000               12511.792000               25068.384000                3083.159209                2059.969539              552507.680000                 117.867038                 118.673041                 314.168557                  58.986224                 229.698800                 230.040805                 286.539604                 286.625036                 557.555602                5433.283074                5531.990445                2259.499150                2323.748693                4640.997521                9168.570992                2449.024775                5083.924805               10425.566477                5333.670301               35706.768000               36339.432000                 669.329616                1457.501592                3000.424014                1014.786109              113682.976000              115486.664000               21159.992000                 790.330066                3161.427957                3250.404016              176965.040000               90365.976000                5969.415863
 426.0          302.290651                 304.137423                1818.783811                1498.637434                1522.249956                9079.352132                 480.675674                 977.019673                1023.704093                5959.790886                2082.203257               12118.229120                 545.977136                6351.574417               18481.393344                1110.221446                6718.213229               14467.920064                7073.985501               83772.263936               41401.076096                8702.668337                5889.269802                6031.284395                9281.619896               53991.589248                 154.573171                 323.413107                 162.327459                 951.544004                 340.427770                1993.015130                1062.486447                2123.370833                8761.676944               17539.108160                 311.798387                 656.107393                3829.098255                1759.149506                1215.864587                1855.689972               12514.948544               12570.725568               25174.522816                3095.362998                2068.125828              556439.163520                 118.161172                 118.969574                 314.992197                  59.122193                 230.234847                 230.577653                 287.210499                 287.296369                 558.867537                5451.902631                5550.976601                2269.670965                2334.239977                4662.192897                9209.909853                2460.176210                5104.195511               10467.125950                5354.935818               35858.157312               36493.524288                 670.911153                1462.594207                3010.943922                1018.357279              114240.072704              116052.217856               21273.166528                 794.180077                3176.827098                3267.748984              178192.271360               90992.628864                5994.852271
 427.0          303.373259                 305.233764                1825.292928                1504.099352                1527.776518                9112.299039                 482.460233                 980.708196                1027.526088                5981.981678                2090.109621               12164.111360                 548.027044                6375.357702               18550.447232                1114.458050                6749.059015               14534.892992                7106.809364               84158.494208               41592.218688                8737.383788                5913.040310                6055.450094                9318.927415               54207.817344                 154.939342                 324.179023                 162.712008                 953.796961                 341.235398                1997.733256                1066.793958                2131.965020                8798.551256               17612.929280                 312.549745                 657.705295                3838.407026                1763.982829                1219.208631                1860.795937               12573.836032               12629.855104               25280.954048                3107.595535                2076.301292              560396.834560                 118.455344                 119.266146                 315.815956                  59.258163                 230.770911                 231.114517                 287.881427                 287.967741                 560.179584                5470.551512                5569.992733                2279.879881                2344.769584                4683.466518                9251.399575                2471.368688                5124.518365               10508.791945                5376.255826               36009.951936               36648.028864                 672.492802                1467.699437                3021.489814                1021.937331              114799.501312              116620.138368               21386.787584                 798.047026                3192.294015                3285.176353              179427.854080               91623.547392                6020.366216
 428.0          304.457419                 306.331656                1831.811325                1509.569750                1533.311720                9145.296666                 484.249853                 984.407327                1031.359064                6004.235727                2098.039152               12210.127040                 550.082856                6399.209365               18619.698048                1118.707064                6780.008954               14602.095488                7139.746301               84546.038912               41784.013632                8772.206694                5936.885231                6079.691005                9356.351293               54424.718016                 155.305551                 324.945037                 163.096599                 956.050174                 342.043128                2002.451970                1071.113751                2140.583502                8835.542587               17686.984320                 313.301359                 659.303790                3847.719163                1768.817540                1222.553745                1865.903451               12632.918848               12689.181056               25387.678272                3119.856897                2084.495969              564380.851840                 118.749552                 119.562754                 316.639831                  59.394136                 231.306991                 231.651397                 288.552386                 288.639150                 561.491743                5489.229731                5589.038837                2290.126006                2355.337629                4704.818616                9293.040587                2482.602325                5144.893545               10550.564839                5397.630509               36162.152704               36802.946496                 674.074563                1472.817319                3032.061754                1025.526286              115361.271168              117190.436352               21500.856576                 801.930978                3207.828963                3302.686442              180671.845120               92258.761088                6045.957953
 429.0          305.543131                 307.431095                1838.339002                1515.048627                1538.855561                9178.345012                 486.044547                 988.117088                1035.203052                6026.553206                2105.991915               12256.276480                 552.144585                6423.129579               18689.146176                1122.968517                6811.063347               14669.528256                7172.796660               84934.902144               41976.462784                8807.137345                5960.804764                6104.007327                9393.891805               54642.292992                 155.671795                 325.711149                 163.481234                 958.303646                 342.850958                2007.171281                1075.445870                2149.226361                8872.651428               17761.274240                 314.053232                 660.902879                3857.034685                1773.653647                1225.899933                1871.012520               12692.197376               12748.703872               25494.696064                3132.147162                2092.709898              568391.374080                 119.043797                 119.859399                 317.463820                  59.530111                 231.843087                 232.188293                 289.223378                 289.310595                 562.804014                5507.937301                5608.114904                2300.409451                2365.944228                4726.249422                9334.833317                2493.877236                5165.321231               10592.445010                5419.060053               36314.760448               36958.277952                 675.656436                1477.947893                3042.659806                1029.124164              115925.391616              117763.122624               21615.374912                 805.831995                3223.432200                3320.279570              181924.301440               92898.299456                6071.627738
 430.0          306.630396                 308.532077                1844.875960                1520.535985                1544.408043                9211.444078                 487.844328                 991.837498                1039.058084                6048.934289                2113.967975               12302.560000                 554.212246                6447.118516               18758.792000                1127.242437                6842.222496               14737.192000                7205.960785               85325.088000               42169.568000                8842.176027                5984.799105                6128.399258                9431.549227               54860.544000                 156.038076                 326.477361                 163.865913                 960.557379                 343.658888                2011.891192                1079.790361                2157.893681                8909.878273               17835.800000                 314.805366                 662.502565                3866.353613                1778.491156                1229.247203                1876.123150               12751.672000               12808.424000               25602.008000                3144.466406                2100.943116              572428.560000                 119.338078                 120.156080                 318.287921                  59.666088                 232.379198                 232.725204                 289.894402                 289.982076                 564.116397                5526.674234                5627.220930                2310.730322                2376.589496                4747.759164                9376.778195                2505.193535                5185.801602               10634.432836                5440.544645               36467.776000               37114.024000                 677.238421                1483.091196                3053.284033                1032.730988              116491.872000              118338.208000               21730.344000                 809.750140                3239.103980                3337.956059              183185.280000               93542.192000                6097.375828
 431.0          307.719212                 309.634598                1851.422198                1526.031823                1549.969164                9244.593863                 489.649209                 995.568576                1042.924191                6071.379148                2121.967394               12348.977920                 556.285852                6471.176349               18828.635904                1131.528852                6873.486701               14805.087424                7239.239022               85716.600576               42363.331136                8877.323030                6008.868455                6152.866997                9469.323833               55079.472768                 156.404392                 327.243676                 164.250637                 962.811374                 344.466917                2016.611712                1084.147267                2166.585544                8947.223615               17910.562560                 315.557762                 664.102850                3875.675965                1783.330073                1232.595561                1881.235349               12811.343104               12868.341888               25709.614656                3156.814706                2109.195663              576492.568320                 119.632394                 120.452796                 319.112130                  59.802067                 232.915326                 233.262132                 290.565457                 290.653592                 565.428892                5545.440544                5646.356906                2321.088730                2387.273548                4769.348074                9418.875649                2516.551339                5206.334836               10676.528694                5462.084469               36621.200192               37270.185408                 678.820518                1488.247267                3063.934501                1036.346778              117060.721664              118915.703296               21845.765248                 813.685475                3254.844561                3355.716227              184454.837760               94190.468224                6123.202478
 432.0          308.809580                 310.738654                1857.977716                1531.536141                1555.538926                9277.794368                 491.459206                 999.310343                1046.801405                6093.887956                2129.990237               12395.530560                 558.365418                6495.303250               18898.678272                1135.827792                6904.856263               14873.215232                7272.631716               86109.443968               42557.754048                8912.578640                6033.013011                6177.410742                9507.215899               55299.081024                 156.770743                 328.010095                 164.635406                 965.065633                 345.275045                2021.332847                1088.516635                2175.302034                8984.687946               17985.562880                 316.310422                 665.703734                3885.001761                1788.170405                1235.945013                1886.349122               12871.211072               12928.457984               25817.516608                3169.192139                2117.467577              580583.557760                 119.926745                 120.749547                 319.936445                  59.938048                 233.451470                 233.799076                 291.236545                 291.325143                 566.741500                5564.236243                5665.522828                2331.484784                2397.996500                4791.016383                9461.126109                2527.950762                5226.921114               10718.732962                5483.679711               36775.033856               37426.762944                 680.402727                1493.416145                3074.611272                1039.971556              117631.949952              119495.619328               21961.640064                 817.638064                3270.654197                3373.560395              185733.031680               94843.157632                6149.107945
 433.0          309.901500                 311.844242                1864.542514                1537.048939                1561.117327                9311.045591                 493.274329                1003.062819                1050.689757                6116.460887                2138.036568               12442.218240                 560.450958                6519.499394               18968.919488                1140.139286                6936.331482               14941.576128                7306.139214               86503.622272               42752.838592                8947.943147                6057.232972                6202.030692                9545.225700               55519.370496                 157.137127                 328.776620                 165.020222                 967.320159                 346.083270                2026.054602                1092.898508                2184.043234                9022.271759               18060.801920                 317.063348                 667.305221                3894.331019                1793.012157                1239.295566                1891.464476               12931.276288               12988.772736               25925.714432                3181.598781                2125.758895              584701.687040                 120.221129                 121.046331                 320.760865                  60.074031                 233.987630                 234.336036                 291.907665                 291.996728                 568.054219                5583.061345                5684.718687                2341.918591                2408.758466                4812.764320                9503.530002                2539.391921                5247.560615               10761.046017                5505.330557               36929.277824               37583.757376                 681.985047                1498.597867                3085.314411                1043.605342              118205.566208              120077.966912               22077.969856                 821.607968                3286.533145                3391.488883              187019.918720               95500.289728                6175.092484
 434.0          310.994972                 312.951358                1871.116592                1542.570217                1566.704368                9344.347534                 495.094594                1006.826023                1054.589278                6139.098112                2146.106452               12489.041280                 562.542485                6543.764952               19039.359936                1144.463362                6967.912660               15010.170816                7339.761860               86899.139584               42948.586624                8983.416837                6081.528537                6226.727045                9583.353512               55740.342912                 157.503545                 329.543254                 165.405084                 969.574953                 346.891593                2030.776984                1097.292932                2192.809228                9059.975548               18136.280640                 317.816543                 668.907313                3903.663759                1797.855337                1242.647226                1896.581417               12991.539136               13049.286592               26034.208704                3194.034709                2134.069658              588847.114880                 120.515547                 121.343149                 321.585385                  60.210015                 234.523806                 234.873012                 292.578816                 292.668346                 569.367050                5601.915861                5703.944479                2352.390261                2419.559562                4834.592115                9546.087757                2550.874929                5268.253517               10803.468237                5527.037193               37083.932928               37741.169472                 683.567480                1503.792473                3096.043982                1047.248158              118781.579776              120662.756864               22194.756032                 825.595251                3302.481661                3409.502010              188315.555840               96161.894016                6201.156352
 435.0          312.089996                 314.059998                1877.699951                1548.099976                1572.300049                9377.700195                 496.920013                1010.599976                1058.500000                6161.799805                2154.199951               12536.000000                 564.640015                6568.100098               19110.000000                1148.800049                6999.600098               15079.000000                7373.500000               87296.000000               43145.000000                9019.000000                6105.899902                6251.500000                9621.599609               55962.000000                 157.869995                 330.309998                 165.789993                 971.830017                 347.700012                2035.500000                1101.699951                2201.600098                9097.799805               18212.000000                 318.570007                 670.510010                3913.000000                1802.699951                1246.000000                1901.699951               13052.000000               13110.000000               26143.000000                3206.500000                2142.399902              593020.000000                 120.809998                 121.639999                 322.410004                  60.346001                 235.059998                 235.410004                 293.250000                 293.339996                 570.679993                5620.799805                5723.200195                2362.899902                2430.399902                4856.500000                9588.799805                2562.399902                5289.000000               10846.000000                5548.799805               37239.000000               37899.000000                 685.150024                1509.000000                3106.800049                1050.900024              119360.000000              121250.000000               22312.000000                 829.599976                3318.500000                3427.600098              189620.000000               96828.000000                6227.299805
 436.0          313.186506                 315.170490                1884.291928                1553.637549                1577.903036                9411.090244                 498.750667                1014.382967                1062.422686                6184.567477                2162.317797               12583.088064                 566.743226                6592.503674               19180.813440                1153.147710                7031.392100               15148.071040                7407.354643               87694.220928               43342.060608                9054.693592                6130.346602                6276.349092                9659.956292               56184.330176                 158.236344                 331.077053                 166.174951                 974.085155                 348.508194                2040.224322                1106.118280                2210.412593                9135.748363               18287.947648                 319.323810                 672.113182                3922.340431                1807.546674                1249.355224                1906.820085               13112.632640               13170.893440               26252.055616                3218.995394                2150.748343              597218.104960                 121.104413                 121.936683                 323.234385                  60.481975                 235.596206                 235.947011                 293.921150                 294.011613                 571.992848                5639.714528                5742.484479                2373.448296                2441.279605                4878.487530                9631.663914                2573.964966                5309.800913               10888.639025                5570.616591               37394.479872               38057.236416                 686.732480                1514.223149                3117.584669                1054.561627              119940.676480              121839.633920               22429.683200                 833.621939                3334.587746                3445.778801              190932.110080               97498.071424                6253.519776
 437.0          314.284568                 316.282496                1890.893191                1559.183609                1583.514676                9444.531140                 500.586501                1018.176762                1066.356629                6207.399950                2170.459380               12630.312512                 568.852470                6616.977196               19251.827520                1157.508056                7063.290982               15217.377920                7441.325465               88093.793024               43539.790464                9090.497226                6154.869506                6301.275188                9698.431888               56407.348608                 158.602726                 331.844221                 166.559957                 976.340569                 349.316474                2044.949285                1110.549307                2219.250164                9173.818343               18364.137984                 320.077886                 673.716966                3931.684395                1812.394837                1252.711561                1911.941825               13173.464320               13231.987520               26361.409728                3231.520298                2159.116355              601444.007680                 121.398861                 122.233399                 324.058862                  60.617950                 236.132429                 236.484035                 294.592332                 294.683262                 573.305817                5658.658692                5761.798687                2384.034872                2452.198783                4900.555616                9674.683198                2585.572244                5330.655759               10931.388373                5592.489743               37550.373376               38215.892928                 688.315050                1519.459270                3128.395894                1058.232315              120523.779840              122431.743360               22547.827200                 837.661472                3350.745835                3464.043149              192253.152640               98172.708992                6279.819876
 438.0          315.384184                 317.396008                1897.503748                1564.738162                1589.134982                9478.023010                 502.427529                1021.981399                1070.301852                6230.297384                2178.624759               12677.673728                 570.967765                6641.520850               19323.042880                1161.881131                7095.297064               15286.921280                7475.412806               88494.720256               43738.191616                9126.411184                6179.468820                6326.278494                9737.026749               56631.057152                 158.969141                 332.611500                 166.945012                 978.596262                 350.124856                2049.674887                1114.993090                2228.112924                9212.010206               18440.572096                 320.832237                 675.321364                3941.031905                1817.244440                1256.069005                1917.065178               13234.495680               13293.282880               26471.063232                3244.074783                2167.503990              605697.889920                 121.693341                 122.530150                 324.883437                  60.753928                 236.668669                 237.021075                 295.263548                 295.354943                 574.618903                5677.632297                5781.142828                2394.659733                2463.157551                4922.704496                9717.858110                2597.221871                5351.564710               10974.248448                5614.419466               37706.681344               38374.970432                 689.897735                1524.708377                3139.233768                1061.912106              121109.320960              123026.339840               22666.433600                 841.718640                3366.974528                3482.393506              193583.196160               98851.947648                6306.200393
 439.0          316.485354                 318.511018                1904.123604                1570.301215                1594.763966                9511.565983                 504.273763                1025.796913                1074.258381                6253.259938                2186.813991               12725.172096                 573.089127                6666.134820               19394.460160                1166.266981                7127.410667               15356.701760                7509.617004               88897.006592               43937.266112                9162.435746                6204.144748                6351.359215                9775.741226               56855.457664                 159.335590                 333.378892                 167.330117                 980.852239                 350.933340                2054.401129                1119.449685                2237.000990                9250.324412               18517.251072                 321.586863                 676.926379                3950.382973                1822.095483                1259.427550                1922.190150               13295.727360               13354.780160               26581.017024                3256.658920                2175.911300              609979.933440                 121.987852                 122.826937                 325.708110                  60.889907                 237.204925                 237.558130                 295.934798                 296.026656                 575.932106                5696.635342                5800.516906                2405.322982                2474.156025                4944.934406                9761.189107                2608.913982                5372.527940               11017.219653                5636.405964               37863.404608               38534.469824                 691.480538                1529.970483                3150.098337                1065.601012              121697.310720              123623.434880               22785.504000                 845.793507                3383.274088                3500.830237              194922.309120               99535.822336                6332.661614
 440.0          317.588078                 319.627521                1910.752766                1575.872772                1600.401641                9545.160187                 506.125217                1029.623341                1078.226238                6276.287773                2195.027133               12772.808000                 575.216575                6690.819293               19466.080000                1170.665649                7159.632109               15426.720000                7543.938398               89300.656000               44137.016000                9198.571195                6228.897496                6376.517555                9814.575672               57080.552000                 159.702074                 334.146395                 167.715273                 983.108504                 351.741932                2059.128012                1123.919150                2245.914477                9288.761422               18594.176000                 322.341767                 678.532016                3959.737613                1826.947967                1262.787189                1927.316748               13357.160000               13416.480000               26691.272000                3269.272777                2184.338334              614290.320000                 122.282396                 123.123761                 326.532881                  61.025888                 237.741198                 238.095202                 296.606082                 296.698400                 577.245428                5715.667828                5819.920930                2416.024721                2485.194320                4967.245582                9804.676641                2620.648711                5393.545621               11060.302391                5658.449441               38020.544000               38694.392000                 693.063461                1535.245600                3160.989645                1069.299049              122287.760000              124223.040000               22905.040000                 849.886140                3399.644777                3519.353707              196270.560000              100224.368000                6359.203828
 441.0          318.692357                 320.745508                1917.391240                1581.452842                1606.048019                9578.805751                 507.981902                1033.460719                1082.205450                6299.381049                2203.264243               12820.581824                 577.350125                6715.574454               19537.903040                1175.077182                7191.961712               15496.976640                7578.377329               89705.672448               44337.443328                9234.817812                6253.727268                6401.753719                9853.530439               57306.342016                 160.068593                 334.914011                 168.100480                 985.365060                 352.550632                2063.855534                1128.401544                2254.853499                9327.321696               18671.347968                 323.096948                 680.138276                3969.095837                1831.801890                1266.147917                1932.444978               13418.794240               13478.383040               26801.829056                3281.916427                2192.785145              618629.231360                 122.576972                 123.420624                 327.357751                  61.161871                 238.277486                 238.632290                 297.277401                 297.370177                 578.558873                5734.729754                5839.354904                2426.765052                2496.272551                4989.638262                9848.321167                2632.426192                5414.617926               11103.497065                5680.550104               38178.100352               38854.737856                 694.646505                1540.533740                3171.907736                1073.006231              122880.679680              124825.166720               23025.043200                 853.996603                3416.086859                3537.964281              197628.017280              100917.619584                6385.827322
 442.0          319.798192                 321.864973                1924.039032                1587.041431                1611.703115                9612.502801                 509.843832                1037.309085                1086.196039                6322.539925                2211.525379               12868.493952                 579.489794                6740.400489               19609.929920                1179.501623                7224.399795               15567.472320                7612.934135               90112.059904               44538.550144                9271.175879                6278.634268                6427.067911                9892.605878               57532.829568                 160.435148                 335.681738                 168.485739                 987.621910                 353.359443                2068.583696                1132.896924                2263.818171                9366.005696               18748.768064                 323.852410                 681.745163                3978.457659                1836.657254                1269.509726                1937.574846               13480.630720               13540.489920               26912.689088                3294.589939                2201.251783              622996.849280                 122.871580                 123.717526                 328.182721                  61.297856                 238.813790                 239.169394                 297.948757                 298.041986                 579.872440                5753.821121                5858.818837                2437.544078                2507.390834                5012.112683                9892.123140                2644.246560                5435.745028               11146.804078                5702.708156               38336.074496               39015.508288                 696.229673                1545.834918                3182.852656                1076.722574              123476.080640              125429.826560               23145.515200                 858.124962                3432.600594                3556.662323              198994.749440              101615.612032                6412.532385
 443.0          320.905584                 322.985908                1930.696149                1592.638544                1617.366940                9646.251467                 511.711020                1041.168473                1090.198030                6345.764562                2219.810598               12916.544768                 581.635601                6765.297583               19682.161280                1183.939018                7256.946678               15638.207680                7647.609155               90519.822336               44740.338496                9307.645677                6303.618703                6452.460338                9931.802341               57760.016512                 160.801739                 336.449578                 168.871050                 989.879060                 354.168368                2073.312499                1137.405347                2272.808611                9404.813882               18826.437376                 324.608152                 683.352681                3987.823090                1841.514058                1272.872610                1942.706359               13542.670080               13602.801280               27023.852992                3307.293384                2209.738300              627393.355520                 123.166219                 124.014469                 329.007792                  61.433843                 239.350110                 239.706513                 298.620148                 298.713827                 581.186134                5772.941928                5878.312733                2448.361901                2518.549283                5034.669082                9936.083013                2656.109949                5456.927100               11190.223835                5724.923802               38494.467264               39176.704192                 697.812966                1551.149145                3193.824449                1080.448092              124073.973760              126037.031040               23266.457600                 862.271282                3449.186247                3575.448199              200370.824960              102318.380288                6439.319304
