238.08219	4.17771e-19
238.08766	4.11430e-19
238.09313	4.05209e-19
238.09859	3.99187e-19
238.10406	3.93435e-19
238.10953	3.88022e-19
238.11500	3.83004e-19
238.12047	3.78434e-19
238.12594	3.74350e-19
238.13141	3.70785e-19
238.13688	3.67760e-19
238.14235	3.65289e-19
238.14782	3.63374e-19
238.15329	3.62013e-19
238.15876	3.61197e-19
238.16423	3.60912e-19
238.16970	3.61140e-19
238.17517	3.61861e-19
238.18065	3.63054e-19
238.18612	3.64699e-19
238.19159	3.66775e-19
238.19706	3.69264e-19
238.20254	3.72148e-19
238.20801	3.75409e-19
238.21348	3.79033e-19
238.21896	3.83001e-19
238.22443	3.87295e-19
238.22990	3.91893e-19
238.23538	3.96770e-19
238.24085	4.01893e-19
238.24633	4.07223e-19
238.25180	4.12713e-19
238.25728	4.18305e-19
238.26275	4.23934e-19
238.26823	4.29522e-19
238.27371	4.34984e-19
238.27918	4.40226e-19
238.28466	4.45149e-19
238.29014	4.49646e-19
238.29561	4.53611e-19
238.30109	4.56938e-19
238.30657	4.59526e-19
238.31205	4.61282e-19
238.31752	4.62125e-19
238.32300	4.61987e-19
238.32848	4.60820e-19
238.33396	4.58600e-19
238.33944	4.55322e-19
238.34492	4.51010e-19
238.35040	4.45713e-19
238.35588	4.39508e-19
238.36136	4.32498e-19
238.36684	4.24808e-19
238.37232	4.16588e-19
238.37780	4.08004e-19
238.38328	3.99236e-19
238.38876	3.90474e-19
238.39425	3.81912e-19
238.39973	3.73741e-19
238.40521	3.66144e-19
238.41069	3.59291e-19
238.41617	3.53332e-19
238.42166	3.48395e-19
238.42714	3.44577e-19
238.43262	3.41943e-19
238.43811	3.40525e-19
238.44359	3.40319e-19
238.44908	3.41283e-19
238.45456	3.43343e-19
238.46005	3.46389e-19
238.46553	3.50283e-19
238.47102	3.54862e-19
238.47650	3.59941e-19
238.48199	3.65324e-19
238.48747	3.70805e-19
238.49296	3.76178e-19
238.49845	3.81242e-19
238.50393	3.85810e-19
238.50942	3.89711e-19
238.51491	3.92800e-19
238.52039	3.94959e-19
238.52588	3.96102e-19
238.53137	3.96178e-19
238.53686	3.95170e-19
238.54235	3.93098e-19
238.54784	3.90013e-19
238.55332	3.86000e-19
238.55881	3.81167e-19
238.56430	3.75648e-19
238.56979	3.69592e-19
238.57528	3.63158e-19
238.58077	3.56512e-19
238.58626	3.49815e-19
238.59176	3.43219e-19
238.59725	3.36863e-19
238.60274	3.30865e-19
238.60823	3.25319e-19
238.61372	3.20292e-19
238.61921	3.15817e-19
238.62471	3.11901e-19
238.63020	3.08516e-19
238.63569	3.05607e-19
238.64118	3.03088e-19
238.64668	3.00854e-19
238.65217	2.98780e-19
238.65766	2.96726e-19
238.66316	2.94546e-19
238.66865	2.92093e-19
238.67415	2.89224e-19
238.67964	2.85808e-19
238.68514	2.81730e-19
238.69063	2.76898e-19
238.69613	2.71244e-19
238.70162	2.64730e-19
238.70712	2.57350e-19
238.71262	2.49129e-19
238.71811	2.40123e-19
238.72361	2.30420e-19
238.72911	2.20132e-19
238.73460	2.09399e-19
238.74010	1.98377e-19
238.74560	1.87237e-19
238.75110	1.76156e-19
238.75660	1.65318e-19
238.76210	1.54897e-19
238.76759	1.45061e-19
238.77309	1.35962e-19
238.77859	1.27731e-19
238.78409	1.20476e-19
238.78959	1.14276e-19
238.79509	1.09184e-19
238.80059	1.05219e-19
238.80609	1.02371e-19
238.81159	1.00601e-19
238.81710	9.98428e-20
238.82260	1.00007e-19
238.82810	1.00982e-19
238.83360	1.02642e-19
238.83910	1.04851e-19
238.84461	1.07465e-19
238.85011	1.10340e-19
238.85561	1.13337e-19
238.86111	1.16324e-19
238.86662	1.19181e-19
238.87212	1.21807e-19
